,Streams,Track Name,Artist,Artist_popularity,Artist_follower,Streams1,Top10
988,5748589,TijolÃ£o - Ao Vivo,Jorge & Mateus,86,high,low,0
989,5699885,Confessions of a Dangerous Mind,Logic,87,medium,low,0
990,5658944,Before I Let Go - Homecoming Live Bonus Track,BeyoncÃ©,90,high,low,0
991,5638628,Sorry,BeyoncÃ©,90,high,low,0
992,5624975,YO LE LLEGO,J Balvin,99,high,low,0
993,5606572,Cambio,Ozuna,98,high,low,0
994,5589516,Nummer 1,Capital Bra,86,low,low,0
995,5585004,Hollywood's Bleeding,Post Malone,100,high,low,1
996,5579926,Hurts 2B Human (feat. Khalid),P!nk,86,medium,low,0
997,5574100,Hold Up,BeyoncÃ©,90,high,low,0
998,5565198,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,91,low,low,0
999,5543306,Tricheur,Nekfeu,80,very low,low,0
1000,5542019,Some que ele vem atrÃ¡s,Anitta,89,medium,low,0
1001,5528846,Stay (Don't Go Away) [feat. Raye],David Guetta,90,high,low,0
1002,5448294,Truth Hurts,Lizzo,88,low,low,0
1003,5439635,Truth Hurts,Lizzo,88,low,low,0
1004,5435285,Free Spirit,Khalid,96,medium,low,1
1005,5357554,Veleno 7,Gemitaiz,79,low,low,0
1006,5324138,Self,Khalid,96,medium,low,1
1007,5273842,DHL,Frank Ocean,88,medium,low,0
1008,5265000,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,78,very low,low,0
1009,5257182,Wir sind Kral,Ufo361,83,very low,low,0
1010,5232716,Joy To The World,Nat King Cole,82,very low,low,0
1011,5201321,Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,92,medium,low,0
1012,5199690,Jingle Bells - Remastered 1999,Frank Sinatra,88,low,low,0
1013,5172777,WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,98,high,low,1
1014,5152508,ARE WE STILL FRIENDS?,"Tyler, The Creator",87,low,low,0
1015,5130360,Higher (feat. Nipsey Hussle & John Legend),DJ Khaled,82,medium,low,0
1016,5120371,bad vibes forever,XXXTENTACION,95,high,low,1
1017,5101190,Power Over Me,Dermot Kennedy,80,very low,low,0
1018,5093105,I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",87,low,low,0
1019,5087553,Push My Luck,The Chainsmokers,91,high,low,0
1020,5075934,It's Beginning To Look Like Christmas,Bing Crosby,85,very low,low,0
1021,5062745,Caro,Bad Bunny,98,high,low,0
1022,5047802,Jingle Bells (feat. The Puppini Sisters),Michael BublÃ©,92,low,low,0
1023,5031245,Feelings,Lauv,91,low,low,0
1024,5026361,Jopping,SuperM,68,very low,low,0
1025,5001832,Hundred,Khalid,96,medium,low,1
1026,4994408,When I Grow Up,NF,89,low,low,0
1027,4949629,One Call,Gunna,92,low,low,0
1028,4945797,Love Me More,Trippie Redd,92,low,low,0
1029,4941668,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,95,low,low,0
1030,4867044,Broke Leg (with Quavo & Tyga),Tory Lanez,87,low,low,0
1031,4843981,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,100,high,low,1
1032,4827656,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,93,very low,low,0
1033,4819380,Mile High,James Blake,75,very low,low,0
1034,4727860,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Dreamville,78,very low,low,0
1035,4713489,NO HALO,BROCKHAMPTON,84,very low,low,0
1036,4705199,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,74,very low,low,0
1037,4695720,Bezerk (feat. A$AP Ferg),Big Sean,86,medium,low,0
1038,4686137,Mariners Apartment Complex,Lana Del Rey,89,medium,low,0
1039,4670068,Por Eso Vine,Paulo Londra,86,medium,low,0
1040,4648038,MAMA,6ix9ine,84,medium,low,0
1041,4637336,Say So,Doja Cat,86,very low,low,0
1042,4624052,Feeling,Juice WRLD,98,medium,low,0
1043,4620136,Cool,Jonas Brothers,87,low,low,0
1044,4607040,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,93,very low,low,0
1045,4595792,Thing For You (With Martin Solveig),David Guetta,90,high,low,0
1046,4594383,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",DJ Khaled,82,medium,low,0
1047,4593965,Rule The World (feat. Ariana Grande),2 Chainz,86,medium,low,0
1048,4535640,I Know,Post Malone,100,high,low,1
1049,4534289,Berlin lebt wie nie zuvor,Capital Bra,86,low,low,0
1050,4527986,In My Room,Frank Ocean,88,medium,low,0
1051,4517360,SENTADÃO,Pedro Sampaio,80,very low,low,0
1052,4476986,Quem Me Dera,MÃ¡rcia Fellipe,67,very low,low,0
1053,4424727,my boy,Billie Eilish,98,high,low,1
1054,4421950,Whip (feat. Travis Scott),2 Chainz,86,medium,low,0
1055,4399886,Never Seen the Rain,Tones and I,92,very low,low,0
1056,4399664,Intro,Khalid,96,medium,low,1
1057,4383131,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],BTS,93,high,low,0
1058,4365754,MAMACITA,Tyga,92,medium,low,0
1059,4298876,Cheirosa - Ao Vivo,Jorge & Mateus,86,high,low,0
1060,4280881,Hop Off A Jet (feat. Travis Scott),Young Thug,94,medium,low,0
1061,4274688,10 Freaky Girls (with 21 Savage),Metro Boomin,84,low,low,0
1062,4270766,Marlboro Rot,Samra,84,very low,low,0
1063,4266434,Come Thru (with Usher),Summer Walker,85,very low,low,0
1064,4237741,This Christmas,Donny Hathaway,71,very low,low,0
1065,4237110,Wow. - Remix,Post Malone,100,high,low,1
1066,4204017,Ronin,Bushido,76,very low,low,0
1067,4192699,ODIO,J Balvin,99,high,low,0
1068,4189428,The Search,NF,89,low,low,0
1069,4185875,I Wanna Rock (feat. Gunna),G-Eazy,87,medium,low,0
1070,4184306,Chicken Noodle Soup (feat. Becky G),j-hope,70,low,low,0
1071,4180739,Sleigh Ride,Ella Fitzgerald,80,low,low,0
1072,4180245,All the Time,Zara Larsson,84,medium,low,0
1073,4164314,Ocean (feat. Khalid),Martin Garrix,88,high,low,0
1074,4159531,Do You Hear What I Hear?,Bing Crosby,85,very low,low,0
1075,4158628,Bad Girls (feat. Gucci Mane),Lil Skies,85,low,low,0
1076,4146065,Hey Julie! (feat. Lil Yachty),KYLE,77,very low,low,0
1077,4138874,Paradise,Khalid,96,medium,low,1
1078,4131359,come out and play,Billie Eilish,98,high,low,1
1079,4129988,MilionÃ ria,ROSALÃA,87,low,low,0
1080,4129125,HeMotions,Juice WRLD,98,medium,low,0
1081,4122190,COMO UN BEBÃ,J Balvin,99,high,low,0
1082,4095442,Mademoiselle,Sfera Ebbasta,81,low,low,0
1083,4090970,Oye,TINI,81,very low,low,0
1084,4016139,Que Mas Pues - Remix,Sech,95,low,low,0
1085,4003930,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",DJ Snake,88,medium,low,0
1086,3997046,Do You Remember,Chance the Rapper,87,medium,low,0
1087,3937709,AtrÃ©vete,Nicky Jam,94,medium,low,0
1088,3935741,Parado no BailÃ£o,MC L da Vinte,61,very low,low,0
1089,3935251,Love song,Lana Del Rey,89,medium,low,0
1090,3925187,Heart Upon My Sleeve (feat. Imagine Dragons),Avicii,89,high,low,0
1091,3910021,Flaws And Sins,Juice WRLD,98,medium,low,0
1092,3905293,Twenty One,Khalid,96,medium,low,1
1093,3875074,Outnumbered,Dermot Kennedy,80,very low,low,0
1094,3868891,RNP (feat. Anderson .Paak),YBN Cordae,78,very low,low,0
1095,3858373,Out The Mud,Lil Baby,93,low,low,0
1096,3848209,All I Want (For Christmas),Liam Payne,81,medium,low,0
1097,3824878,Last Christmas,Ariana Grande,97,high,low,1
1098,3811100,JACKBOYS,JACKBOYS,84,very low,low,0
1099,3799187,Cozy Little Christmas,Katy Perry,89,high,low,0
1100,3790673,Perreo en La Luna,Rich Music LTD,84,very low,low,0
1101,3767735,Venice Bitch,Lana Del Rey,89,medium,low,0
1102,3750611,Unholy,Miley Cyrus,87,medium,low,0
1103,3731790,Adriana,RAF Camora,85,very low,low,0
1104,3720327,Shake Up Christmas,Train,80,low,low,0
1105,3677994,Icy (feat. Gucci Mane),Logic,87,medium,low,0
1106,3659689,"SPIRIT - From Disney's ""The Lion King""",BeyoncÃ©,90,high,low,0
1107,3653323,GRoCERIES,Chance the Rapper,87,medium,low,0
1108,3632265,Speed It Up,Gunna,92,low,low,0
1109,3630181,Next,Ufo361,83,very low,low,0
1110,3628798,CROWN,TOMORROW X TOGETHER,74,very low,low,0
1111,3627848,Hasta Que Salga el Sol,Ozuna,98,high,low,0
1112,3621985,Bounce Back,Little Mix,84,medium,low,0
1113,3612961,Starboy,The Weeknd,96,high,low,0
1114,3550506,Leave Me Alone,NF,89,low,low,0
1115,3511856,CUIDAO POR AHÃ,J Balvin,99,high,low,0
1116,3488584,Goutte d'eau,Ninho,84,low,low,0
1117,3462770,"Alone, Pt. II",Alan Walker,89,high,low,0
1118,3451240,Vamos pra Gaiola,MC Kevin o Chris,84,very low,low,0
1119,3416867,Gib Ihm,Shirin David,69,very low,low,0
1120,3402865,fuck 3x,tha Supreme,86,very low,low,0
1121,3375797,Deux frÃ¨res,PNL,80,low,low,0
1122,3363887,Goteo,Duki,84,low,low,0
1123,3357096,Under Enemy Arms,Trippie Redd,92,low,low,0
1124,3345059,Outstanding,Gunna,92,low,low,0
1125,3321717,Te RobarÃ©,Nicky Jam,94,medium,low,0
1126,3310717,All Day Long,Chance the Rapper,87,medium,low,0
1127,3304828,What A Time (feat. Niall Horan),Julia Michaels,87,low,low,0
1128,3297760,Derdim Olsun,Reynmen,64,very low,low,0
1129,3262111,TIC TOC,6ix9ine,84,medium,low,0
1130,3251116,All Day And Night,Jax Jones,81,very low,low,0
1131,3228591,Gan-Ga - Remix,Bryant Myers,84,low,low,0
1132,3227251,How Did I Get Here (feat. J. Cole),Offset,89,low,low,0
1133,3226360,Hold The Line (feat. A R I Z O N A),Avicii,89,high,low,0
1134,3224792,Love Thru The Computer (feat. Justin Bieber),Gucci Mane,87,low,low,0
1135,3220811,6 Inch (feat. The Weeknd),BeyoncÃ©,90,high,low,0
1136,3194944,Bad Reputation (feat. Joe Janiak),Avicii,89,high,low,0
1137,3194645,Little Saint Nick - 1991 Remix,The Beach Boys,79,low,low,0
1138,3191832,DEUTSCHLAND,Rammstein,83,low,low,0
1139,3190465,The Git Up,Blanco Brown,71,very low,low,0
1140,3180524,September,"Earth, Wind & Fire",77,low,low,0
1141,3155792,Snake Skin,Trippie Redd,92,low,low,0
1142,3143081,you should see me in a crown,Billie Eilish,98,high,low,1
1143,3134222,COMMANDO (feat. G-Eazy),Logic,87,medium,low,0
1144,3087421,LenÃ§ol Dobrado,JoÃ£o Gustavo e Murilo,74,very low,low,0
1145,3079097,Start Wit Me (feat. Gunna),Roddy Ricch,93,very low,low,0
1146,3070716,All I Want for Christmas Is You,Michael BublÃ©,92,low,low,0
1147,3069743,Fuck it I love you,Lana Del Rey,89,medium,low,0
1148,3049950,weR mAChT PaRA 2,Dardan,73,very low,low,0
1149,3046587,Happy Xmas (War Is Over),CÃ©line Dion,82,low,low,0
1150,3032062,Jay Jay,MERO,76,very low,low,0
1151,3026322,Mood Swings,A Boogie Wit da Hoodie,91,low,low,0
1152,3025685,Mary's Boy Child / Oh My Lord,Boney M.,75,very low,low,0
1153,3013797,Almost (Sweet Music),Hozier,83,low,low,0
1154,3004614,I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,89,medium,low,0
1155,2981088,Internet,Post Malone,100,high,low,1
1156,2957709,No Brainer,DJ Khaled,82,medium,low,0
1157,2933903,STARGAZING,Travis Scott,98,medium,low,0
1158,2922996,Fall Threw (feat. Young Thug & Gunna),Rich The Kid,84,low,low,0
1159,2915456,Surf (feat. Gunna),Young Thug,94,medium,low,0
1160,2914507,Vintage,RIN,82,very low,low,0
1161,2905883,Neptun,KC Rebell,75,very low,low,0
1162,2897256,What's the Move (feat. Lil Uzi Vert),Young Thug,94,medium,low,0
1163,2896227,UP IN SMOKE,RIN,82,very low,low,0
1164,2893085,Don't Hurt Yourself (feat. Jack White),BeyoncÃ©,90,high,low,0
1165,2892425,Sunset (with J. Cole feat. Young Nudy),Dreamville,78,very low,low,0
1166,2882967,How Bout Now,Drake,99,high,low,0
1167,2878922,Quiere Beber,Anuel AA,96,medium,low,0
1168,2861648,Almost (Sweet Music),Hozier,83,low,low,0
1169,2851159,Numb Numb Juice,ScHoolboy Q,81,low,low,0
1170,2845678,Winter Wonderland,Bing Crosby,85,very low,low,0
1171,2832943,I Guess I Just Feel Like,John Mayer,86,medium,low,0
1172,2832581,Sad Song (feat. TINI),Alesso,81,low,low,0
1173,2815804,Make It To Christmas,Alessia Cara,85,medium,low,0
1174,2815675,Black & White,Juice WRLD,98,medium,low,0
1175,2801230,Harder (with Bebe Rexha),Jax Jones,81,very low,low,0
1176,2797062,Loco Contigo,DJ Snake,88,medium,low,0
1177,2782934,Before You Go,Lewis Capaldi,92,low,low,0
1178,2781382,The Motion,Drake,99,high,low,0
1179,2780522,Bang Bang,YNW Melly,90,low,low,0
1180,2775721,Trust Issues,Drake,99,high,low,0
1181,2747265,Merry Xmas Everybody,Slade,67,very low,low,0
1182,2745862,Love Me More,Trippie Redd,92,low,low,0
1183,2738617,In The Dark,YG,86,low,low,0
1184,2735112,Almeda,Solange,71,very low,low,0
1185,2706444,Keanu Reeves,Logic,87,medium,low,0
1186,2705556,Cold December Night,Michael BublÃ©,92,low,low,0
1187,2700354,Fear Inoculum,TOOL,78,very low,low,0
1188,2690495,Wasted (feat. Lil Uzi Vert),Juice WRLD,98,medium,low,0
1189,2686793,Goddamn (feat. A Boogie wit da Hoodie),Tyga,92,medium,low,0
1190,2670317,Gold Roses (feat. Drake),Rick Ross,86,low,low,0
1191,2664113,Have Yourself a Merry Little Christmas,Christina Aguilera,84,medium,low,0
1192,2652921,One Last Time,Ariana Grande,97,high,low,1
1193,2651740,Maniac,Conan Gray,80,very low,low,0
1194,2626908,O Holy Night,Mariah Carey,89,medium,low,0
1195,2618086,Have Yourself A Merry Little Christmas,Judy Garland,68,very low,low,0
1196,2616174,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,69,very low,low,0
1197,2596568,Jumpin on a Jet,Future,91,medium,low,0
1198,2595822,Frosty The Snowman,Ella Fitzgerald,80,low,low,0
1199,2588095,D.R.E.A.M. (feat. Ghostface Killah),Miley Cyrus,87,medium,low,0
1200,2581707,Mele Kalikimaka (Merry Christmas),Bing Crosby,85,very low,low,0
1201,2574870,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,79,low,low,0
1202,2566864,I Believe,Jonas Brothers,87,low,low,0
1203,2556569,Bebi Liguei - Ao Vivo,MarÃ­lia MendonÃ§a,90,high,low,0
1204,2549507,Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,85,low,low,0
1205,2510356,Peace Of Mind (feat. Vargas & Lagola),Avicii,89,high,low,0
1206,2493482,Christmas (Baby Please Come Home),Michael BublÃ©,92,low,low,0
1207,2482366,Te SoÃ±Ã© de Nuevo,Ozuna,98,high,low,0
1208,2471438,Government Official,Future,91,medium,low,0
1209,2441117,SUGA's Interlude,Halsey,92,medium,low,0
1210,2401399,Baby It's Cold Outside (duet with Michael BublÃ©),Idina Menzel,84,very low,low,0
1211,2394571,It Might Be Time,Tame Impala,84,low,low,0
1212,2385931,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",XXXTENTACION,95,high,low,1
1213,2385638,Sorry - Original Demo,BeyoncÃ©,90,high,low,0
1214,2384125,"SPIRIT - From Disney's ""The Lion King""",BeyoncÃ©,90,high,low,0
1215,2377060,Unsainted,Slipknot,83,medium,low,0
1216,2341585,Dreams Money Can Buy,Drake,99,high,low,0
1217,2306752,Have Yourself a Merry Little Christmas,Michael BublÃ©,92,low,low,0
1218,2303431,The greatest,Lana Del Rey,89,medium,low,0
1219,2300654,Bluffin',Khalid,96,medium,low,1
1220,2295384,Doch in der Nacht,Apache 207,86,very low,low,0
1221,2286778,Thriller,Michael Jackson,86,high,low,0
1222,2277157,"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",George Ezra,81,low,low,0
1223,2265147,Raffaello,Shindy,76,very low,low,0
1224,2264432,Letzte TrÃ¤ne,Kontra K,79,low,low,0
1225,2251843,This Is Me,Keala Settle,75,very low,low,0
1226,2238799,Ring Ring (with Rvssian feat. Clever),Juice WRLD,98,medium,low,0
1227,2237499,Lick,Offset,89,low,low,0
1228,2231423,La vie qu'on mÃ¨ne,Ninho,84,low,low,0
1229,2222591,Press,Cardi B,92,medium,low,0
1230,2198363,Dedication (feat. Kendrick Lamar),Nipsey Hussle,79,very low,low,0
1231,2192876,Silver Bells,Dean Martin,82,very low,low,0
1232,2150688,La ragazza con il cuore di latta,Irama,67,very low,low,0
1233,2133277,Autre monde,PNL,80,low,low,0
1234,2132100,Patience,Tame Impala,84,low,low,0
1235,2119834,Mac 10,Trippie Redd,92,low,low,0
1236,2108906,This Christmas,Christina Aguilera,84,medium,low,0
1237,2096787,Capital Bra je m'appelle,Capital Bra,86,low,low,0
1238,2087484,No Me Conoce - Remix,Jhay Cortez,84,very low,low,0
1239,2067349,Man With The Bag,Jessie J,79,medium,low,0
1240,2052503,Nobody,Martin Jensen,75,very low,low,0
1241,2047261,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,87,low,low,0
1242,2046306,Beer Never Broke My Heart,Luke Combs,87,low,low,0
1243,2044226,Glittery - From The Kacey Musgraves Christmas Show,Kacey Musgraves,81,very low,low,0
1244,2018912,OFF THE RIP,DaBaby,95,low,low,0
1245,2016123,ROMEO & JULIET,Loredana,78,very low,low,0
1246,2005310,Kick It,BLACKPINK,83,medium,low,0
1247,2004358,Orphans,Coldplay,92,high,low,0
1248,2002817,Handsome,Chance the Rapper,87,medium,low,0
1249,1995505,Pneuma,TOOL,78,very low,low,0
1250,1995383,Chang,PNL,80,low,low,0
1251,1987432,Into You,Ariana Grande,97,high,low,1
1252,1979435,Santa Baby,Michael BublÃ©,92,low,low,0
1253,1976895,Homerun (Intro),Paulo Londra,86,medium,low,0
1254,1975118,Show & Tell,Melanie Martinez,83,medium,low,0
1255,1971180,The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber,96,high,low,0
1256,1969789,!,Trippie Redd,92,low,low,0
1257,1967738,MOWGLI II,PNL,80,low,low,0
1258,1960777,La Playa,Myke Towers,91,very low,low,0
1259,1957360,That's Life (feat. Mac Miller & Sia),88-Keys,58,very low,low,0
1260,1955580,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",DaBaby,95,low,low,0
1261,1947650,Who Do You Love,The Chainsmokers,91,high,low,0
1262,1946984,Soldi in Nero - feat. Sfera Ebbasta,Shiva,78,very low,low,0
1263,1946687,"Mary, Did You Know?",Pentatonix,85,low,low,0
1264,1940087,Rockin' Around The Christmas Tree,Mel & Kim,63,very low,low,0
1265,1921011,All Night (BTS World Original Soundtrack) [Pt. 3],BTS,93,high,low,0
1266,1919430,Blanka,PNL,80,low,low,0
1267,1917609,Silent Night,Mariah Carey,89,medium,low,0
1268,1904996,Please Come Home for Christmas - Eagles 2013 Remaster,Eagles,81,medium,low,0
1269,1904551,Highway to Hell,AC/DC,86,high,low,0
1270,1901185,CIVIL WAR,Russ,86,low,low,0
1271,1896736,POP STAR (feat. Kevin Gates),DaBaby,95,low,low,0
1272,1896157,Silent Night,Michael BublÃ©,92,low,low,0
1273,1895137,ZEIG DICH,Rammstein,83,low,low,0
1274,1881857,BEST ON EARTH (feat. BIA),Russ,86,low,low,0
1275,1864345,Oh Holy Night,Nina Nesbitt,75,very low,low,0
1276,1855221,Winter Wonderland,Hannah Kerr,64,very low,low,0
1277,1855033,SÃ³ Pra Castigar,Wesley SafadÃ£o,82,medium,low,0
1278,1853868,MIDDLE CHILD,PnB Rock,84,low,low,0
1279,1848720,Hasta la vista,PNL,80,low,low,0
1280,1840704,Ex Bitch,XXXTENTACION,95,high,low,1
1281,1828850,There's Nothing Holdin' Me Back,Shawn Mendes,94,high,low,1
1282,1800425,Big,Juice WRLD,98,medium,low,0
1283,1797371,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,89,medium,low,0
1284,1782850,Never Stop,Future,91,medium,low,0
1285,1777656,Gib Gas,Ufo361,83,very low,low,0
1286,1773772,iPHONE (with Nicki Minaj),DaBaby,95,low,low,0
1287,1763026,Invincible,TOOL,78,very low,very low,0
1288,1753381,Fear Inoculum,TOOL,78,very low,very low,0
1289,1750446,Dumb Blonde (feat. Nicki Minaj),Avril Lavigne,81,medium,very low,0
1290,1733858,AUSLÃNDER,Rammstein,83,low,very low,0
1291,1725271,Daddy (feat. Rich The Kid),Blueface,81,low,very low,0
1292,1717360,REALLY (feat. Stunna 4 Vegas),DaBaby,95,low,very low,0
1293,1706791,Jumpin on a Jet,Future,91,medium,very low,0
1294,1697836,Rodeo,Lil Nas X,87,low,very low,1
1295,1660808,Freak (feat. Bonn),Avicii,89,high,very low,0
1296,1657187,Party In The U.S.A.,Miley Cyrus,87,medium,very low,0
1297,1656731,California,Lana Del Rey,89,medium,very low,0
1298,1652742,XXL,DaBaby,95,low,very low,0
1299,1648506,EFH,Shindy,76,very low,very low,0
1300,1641986,How to disappear,Lana Del Rey,89,medium,very low,0
1301,1637770,4pm in Calabasas,Drake,99,high,very low,0
1302,1637518,FabergÃ©,RIN,82,very low,very low,0
1303,1636190,Peta (feat. Meek Mill),Roddy Ricch,93,very low,very low,0
1304,1635929,Who Shot Cupid?,Juice WRLD,98,medium,very low,0
1305,1634815,Days in The East,Drake,99,high,very low,0
1306,1633022,Wild Wild West (feat. Gunna),Offset,89,low,very low,0
1307,1629565,5 Am in Toronto,Drake,99,high,very low,0
1308,1624427,Stamm Fort (feat. Sfera Ebbasta),Luche,74,very low,very low,0
1309,1618974,Hallo Hallo,Azet,75,very low,very low,0
1310,1585016,Christmas Time,Bryan Adams,80,low,very low,0
1311,1584227,Confessions of a Dangerous Mind,Logic,87,medium,very low,0
1312,1583921,Eternal,Chance the Rapper,87,medium,very low,0
1313,1560251,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,63,very low,very low,0
1314,1557946,Feel It Still,Portugal. The Man,75,very low,very low,0
1315,1553184,Daddy Lessons,BeyoncÃ©,90,high,very low,0
1316,1547172,Higher (feat. Nipsey Hussle & John Legend),DJ Khaled,82,medium,very low,0
1317,1537738,Sandcastles,BeyoncÃ©,90,high,very low,0
1318,1533271,Goutte d'eau,Ninho,84,low,very low,0
1319,1515838,Momma I Hit A Lick (feat. Kendrick Lamar),2 Chainz,86,medium,very low,0
1320,1500424,Susamam,ÅanÄ±Åer,70,very low,very low,0
1321,1499777,She Got Me,Luca HÃ¤nni,57,very low,very low,0
1322,1498155,Last Time That I Checc'd (feat. YG),Nipsey Hussle,79,very low,very low,0
1323,1493637,God Is A Dancer (with Mabel),TiÃ«sto,85,medium,very low,0
1324,1489579,Promise U That,Future,91,medium,very low,0
1325,1485341,Two of Us,Louis Tomlinson,75,low,very low,0
1326,1473728,One Dance,Drake,99,high,very low,0
1327,1467890,Malediven,MERO,76,very low,very low,0
1328,1465237,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,Dreamville,78,very low,very low,0
1329,1453599,Celebrate (feat. Travis Scott & Post Malone),DJ Khaled,82,medium,very low,0
1330,1445027,Kafa Leyla,BRADO,65,very low,very low,0
1331,1440215,Hey Ya!,OutKast,78,very low,very low,0
1332,1437457,Jenny of Oldstones (Game of Thrones),Florence + The Machine,80,medium,very low,0
1333,1429689,Ghostbusters,"Ray Parker, Jr.",58,very low,very low,0
1334,1400164,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,82,medium,very low,0
1335,1395451,Call Out My Name,The Weeknd,96,high,very low,0
1336,1395314,Spirit in the Sky,Keiino,56,very low,very low,0
1337,1378412,When I Grow Up,NF,89,low,very low,0
1338,1376529,Side To Side,Ariana Grande,97,high,very low,1
1339,1371174,Skifahren (feat. Joshi Mizu),The Cratez,76,very low,very low,0
1340,1366241,She Will Be Loved - Radio Mix,Maroon 5,94,high,very low,0
1341,1364359,Blank Space,Taylor Swift,95,high,very low,0
1342,1362147,Yallah Goodbye (feat. Gringo),Summer Cem,81,very low,very low,0
1343,1337496,Monster Mash,"Bobby ""Boris"" Pickett",47,very low,very low,0
1344,1330252,Puta Madre,RAF Camora,85,very low,very low,0
1345,1295031,Jet Lag,A$AP Ferg,81,low,very low,0
1346,1285949,Ni Gucci Ni Prada,Kenny Man,66,very low,very low,0
1347,1282564,Si EstuviÃ©semos Juntos,Bad Bunny,98,high,very low,0
1348,1282044,Too Late For Love,John Lundvik,56,very low,very low,0
1349,1270100,Evoluiu,MC Kevin o Chris,84,very low,very low,0
1350,1266318,Hoje Eu Vou Parar Na Gaiola,Mc Livinho,79,medium,very low,0
1351,1255711,Jenifer,Gabriel Diniz,65,very low,very low,0
1352,1253291,Punto G,KAROL G,92,medium,very low,0
1353,1249034,Starving,Hailee Steinfeld,82,medium,very low,0
1354,1223556,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,77,very low,very low,0
1355,1179556,O Tannenbaum,Vince Guaraldi Trio,75,very low,very low,0
1356,1168772,Celsius,PNL,80,low,very low,0
1357,1155602,Pray You Catch Me,BeyoncÃ©,90,high,very low,0
1358,1150162,Rockin' Around the Christmas Tree,Brenda Lee,78,very low,very low,0
1359,1137287,Born To Be Yours,Kygo,89,medium,very low,0
1360,1119832,In My Head,Peter Manos,62,very low,very low,0
1361,1097873,Daddy Lessons,BeyoncÃ©,90,high,very low,0
1362,1089801,Champion Of The World,Coldplay,92,high,very low,0
1363,1086492,Santa Claus Is Comin' to Town,Frank Sinatra,88,low,very low,0
1364,1083461,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,75,very low,very low,0
1365,1073499,Sleigh Ride,Carpenters,77,very low,very low,0
1366,1046168,Demonz (feat. Brent Faiyaz) - Interlude,Juice WRLD,98,medium,very low,0
1367,1044473,Don't Know What To Do,BLACKPINK,83,medium,very low,0
1368,1038177,Freedom (feat. Kendrick Lamar),BeyoncÃ©,90,high,very low,0
1369,1034856,CÅurs,PNL,80,low,very low,0
1370,1023224,All Night,BeyoncÃ©,90,high,very low,0
1371,1016847,They Afraid Of You,Trippie Redd,92,low,very low,0
1372,1016182,Rudolph The Red-Nosed Reindeer,Burl Ives,75,very low,very low,0
1373,1011273,Love Sick,Trippie Redd,92,low,very low,0
1374,1010939,Shenmue,PNL,80,low,very low,0
1375,1005693,Club Paradise,Drake,99,high,very low,0
1376,1004677,The First Noel - Remastered 1999,Frank Sinatra,88,low,very low,0
1377,993607,Leray,Trippie Redd,92,low,very low,0
1378,993330,"Baby, It's Cold Outside (feat. Kelly Clarkson)",John Legend,85,medium,very low,0
1379,991922,White Christmas,Michael BublÃ©,92,low,very low,0
1380,977771,Ain't A Thing (feat. Bonn),Avicii,89,high,very low,0
1381,973035,"Fuego (with Sean Paul & Anitta, feat. Tainy)",DJ Snake,88,medium,very low,0
1382,971336,PUPPE,Rammstein,83,low,very low,0
1383,970679,Affalterbach,Shindy,76,very low,very low,0
1384,967592,Used To Be,Jonas Brothers,87,low,very low,0
1385,965753,Mama/Show Love (feat. YBN Cordae),Logic,87,medium,very low,0
1386,959633,PROLLY HEARD,DaBaby,95,low,very low,0
1387,957039,Audacity (feat. Headie One),Stormzy,88,very low,very low,0
